t_max_24,t_min_24,td_mean_24,ws_mean_24,c_mean_24,rh_mean_day,p_max_24,p_min_24
0.4951790633608815,0.8360881542699724,0.2066115702479339,0.9972451790633609,0.4090909090909091,0.05371900826446281,0.7300275482093664,0.778236914600551
0.9455922865013774,0.6542699724517906,0.3278236914600551,0.7417355371900827,0.09710743801652892,0.02203856749311295,0.5392561983471075,0.42355371900826444
0.9173553719008265,0.9655647382920111,0.8181818181818182,0.7506887052341598,0.09710743801652892,0.16115702479338842,0.10674931129476584,0.1356749311294766
0.9455922865013774,0.9111570247933884,0.9683195592286501,0.6845730027548209,0.384297520661157,0.41460055096418735,0.01584022038567493,0.048898071625344354
0.6466942148760331,0.9655647382920111,0.9159779614325069,0.9696969696969697,0.7011019283746557,0.44214876033057854,0.15702479338842976,0.08884297520661157
0.6466942148760331,0.9111570247933884,0.8112947658402204,0.9118457300275482,0.4455922865013774,0.3168044077134986,0.22176308539944903,0.42355371900826444
0.8409090909090909,0.8360881542699724,0.8292011019283747,0.7617079889807162,0.2837465564738292,0.35537190082644626,0.15702479338842976,0.26377410468319556
0.7885674931129476,0.9655647382920111,0.7844352617079889,0.9476584022038568,0.20867768595041322,0.2190082644628099,0.10674931129476584,0.1356749311294766
0.7210743801652892,0.7486225895316805,0.8202479338842975,0.42699724517906334,0.5833333333333334,0.4283746556473829,0.15702479338842976,0.048898071625344354
0.5702479338842975,0.8360881542699724,0.6046831955922864,0.9862258953168044,0.6893939393939394,0.16804407713498623,0.30165289256198347,0.3450413223140496
0.9173553719008265,0.7486225895316805,0.7107438016528925,0.803030303030303,0.20867768595041322,0.09641873278236915,0.06887052341597796,0.08884297520661157
0.9641873278236914,0.9111570247933884,0.9111570247933884,0.6776859504132231,0.22176308539944903,0.26721763085399447,0.06887052341597796,0.19352617079889808
0.9793388429752066,0.9972451790633609,0.9731404958677686,0.6432506887052342,0.24724517906336088,0.15702479338842976,0.06887052341597796,0.048898071625344354
0.9793388429752066,0.7486225895316805,0.9146005509641874,0.3760330578512397,0.38980716253443526,0.25757575757575757,0.0013774104683195593,0.0027548209366391185
0.6466942148760331,0.9111570247933884,0.9435261707988981,0.7699724517906336,0.9380165289256198,0.8443526170798898,0.01584022038567493,0.022727272727272728
0.7210743801652892,0.8360881542699724,0.8581267217630854,0.5426997245179064,0.8126721763085399,0.6418732782369146,0.10674931129476584,0.1356749311294766
0.7885674931129476,0.7486225895316805,0.7899449035812672,0.6818181818181818,0.20867768595041322,0.27548209366391185,0.10674931129476584,0.19352617079889808
0.9173553719008265,0.9111570247933884,0.8057851239669421,0.5585399449035813,0.09710743801652892,0.19834710743801653,0.01584022038567493,0.048898071625344354
0.7210743801652892,0.9111570247933884,0.8223140495867769,0.8801652892561983,0.5144628099173554,0.33746556473829203,0.3822314049586777,0.1356749311294766
0.7885674931129476,0.9111570247933884,0.6336088154269972,0.8168044077134986,0.30509641873278237,0.11570247933884298,0.3822314049586777,0.3450413223140496
0.7885674931129476,0.7486225895316805,0.8415977961432507,0.8195592286501377,0.3925619834710744,0.5674931129476584,0.22176308539944903,0.26377410468319556
0.8409090909090909,0.7486225895316805,0.9538567493112947,0.5303030303030303,0.459366391184573,0.6143250688705234,0.06887052341597796,0.19352617079889808
0.7885674931129476,0.8360881542699724,0.9380165289256198,0.384297520661157,0.9462809917355371,0.5619834710743802,0.22176308539944903,0.08884297520661157
0.5702479338842975,0.8360881542699724,0.41460055096418735,0.9889807162534435,0.45454545454545453,0.11294765840220386,0.4641873278236915,0.42355371900826444
0.9455922865013774,0.7486225895316805,0.6019283746556474,0.4965564738292011,0.09710743801652892,0.05785123966942149,0.15702479338842976,0.1356749311294766
0.6466942148760331,0.8360881542699724,0.8739669421487604,0.9848484848484849,0.4621212121212121,0.4641873278236915,0.15702479338842976,0.26377410468319556
0.6466942148760331,0.9111570247933884,0.6859504132231405,0.9683195592286501,0.581267217630854,0.2465564738292011,0.4641873278236915,0.42355371900826444
