t_max_24,t_min_24,td_mean_24,ws_mean_24,c_mean_24,rh_mean_day,p_max_24,p_min_24
0.21287128712871287,0.371994342291372,0.7934936350777935,0.6294200848656294,0.8663366336633663,0.8288543140028288,0.15417256011315417,0.30834512022630833
0.4695898161244696,0.5657708628005658,0.6294200848656294,0.5912305516265912,0.2666195190947666,0.46534653465346537,0.30905233380480907,0.46888260254596886
0.6117397454031117,0.5657708628005658,0.5134370579915134,0.6308345120226309,0.11244695898161244,0.28217821782178215,0.30905233380480907,0.30834512022630833
0.6117397454031117,0.371994342291372,0.3854314002828854,0.5381895332390382,0.11456859971711457,0.28854314002828857,0.30905233380480907,0.17043847241867044
0.6117397454031117,0.7786421499292786,0.5756718528995757,0.7751060820367751,0.35007072135785006,0.3628005657708628,0.15417256011315417,0.17043847241867044
0.7666195190947667,0.5657708628005658,0.5650636492220651,0.6152758132956153,0.2355021216407355,0.21357850070721357,0.30905233380480907,0.30834512022630833
0.7666195190947667,0.7786421499292786,0.5056577086280056,0.7199434229137199,0.09264497878359264,0.22913719943422914,0.15417256011315417,0.0586987270155587
0.7666195190947667,0.5657708628005658,0.7666195190947667,0.4667609618104668,0.07637906647807638,0.45685997171145687,0.038896746817538894,0.0049504950495049506
0.7666195190947667,0.9844413012729845,0.7227722772277227,0.32814710042432815,0.8663366336633663,0.5884016973125884,0.038896746817538894,0.17043847241867044
0.4695898161244696,0.371994342291372,0.6018387553041018,0.8175388967468176,0.086987270155587,0.43422913719943423,0.30905233380480907,0.30834512022630833
0.4695898161244696,0.7786421499292786,0.8387553041018387,0.9292786421499293,0.20933521923620935,0.7524752475247525,0.15417256011315417,0.17043847241867044
0.3323903818953324,0.7786421499292786,0.8408769448373409,0.9943422913719944,0.5198019801980198,0.7736916548797736,0.30905233380480907,0.30834512022630833
0.6117397454031117,0.371994342291372,0.8118811881188119,0.9080622347949081,0.1371994342291372,0.6407355021216408,0.15417256011315417,0.30834512022630833
0.6117397454031117,0.7786421499292786,0.8316831683168316,0.9321074964639321,0.8663366336633663,0.6463932107496464,0.30905233380480907,0.30834512022630833
0.7666195190947667,0.371994342291372,0.884016973125884,0.8373408769448374,0.06647807637906648,0.6760961810466761,0.30905233380480907,0.30834512022630833
0.7666195190947667,0.19801980198019803,0.10113154172560113,0.7821782178217822,0.02263083451202263,0.13861386138613863,0.15417256011315417,0.30834512022630833
0.8939179632248939,0.19801980198019803,0.14356435643564355,0.5318246110325319,0.009193776520509194,0.07355021216407355,0.15417256011315417,0.46888260254596886
0.8939179632248939,0.371994342291372,0.4158415841584158,0.5714285714285714,0.01272984441301273,0.26166902404526166,0.30905233380480907,0.46888260254596886
0.7666195190947667,0.9943422913719944,0.3797736916548798,0.9971711456859972,0.33804809052333806,0.15275813295615276,0.30905233380480907,0.17043847241867044
0.7666195190947667,0.7786421499292786,0.011315417256011316,0.9858557284299858,0.06789250353606789,0.04526166902404526,0.15417256011315417,0.17043847241867044
0.6117397454031117,0.08274398868458274,0.0014144271570014145,0.7524752475247525,0.06364922206506365,0.005657708628005658,0.49434229137199437,0.46888260254596886
0.8939179632248939,0.08274398868458274,0.01272984441301273,0.4512022630834512,0.011315417256011316,0.031117397454031116,0.7065063649222065,0.46888260254596886
0.7666195190947667,0.9363507779349364,0.14992927864214992,0.8741159830268741,0.15487977369165487,0.08062234794908062,0.49434229137199437,0.46888260254596886
0.9611032531824611,0.7786421499292786,0.03536067892503536,0.8062234794908062,0.03182461103253183,0.015558698727015558,0.49434229137199437,0.46888260254596886
0.9611032531824611,0.5657708628005658,0.17114568599717114,0.7185289957567186,0.08203677510608204,0.07920792079207921,0.49434229137199437,0.30834512022630833
0.8939179632248939,0.7786421499292786,0.7135785007072136,0.22913719943422914,0.4434229137199434,0.31966053748231965,0.038896746817538894,0.0586987270155587
0.3323903818953324,0.9363507779349364,0.9632248939179632,0.40594059405940597,0.8663366336633663,0.7694483734087695,0.038896746817538894,0.0586987270155587
0.0884016973125884,0.7786421499292786,0.9929278642149929,0.1669024045261669,0.963932107496464,0.9900990099009901,0.15417256011315417,0.30834512022630833
0.3323903818953324,0.5657708628005658,0.9342291371994342,0.6124469589816125,0.7715700141442716,0.8698727015558698,0.15417256011315417,0.17043847241867044
0.3323903818953324,0.7786421499292786,0.9108910891089109,0.6916548797736917,0.7715700141442716,0.8585572842998586,0.15417256011315417,0.17043847241867044
0.3323903818953324,0.7786421499292786,0.806930693069307,0.06223479490806223,0.8663366336633663,0.6577086280056577,0.30905233380480907,0.17043847241867044
0.4695898161244696,0.7786421499292786,0.9759547383309759,0.09052333804809053,0.8663366336633663,0.8387553041018387,0.038896746817538894,0.0586987270155587
0.21287128712871287,0.7786421499292786,0.9844413012729845,0.1867043847241867,0.8663366336633663,0.9306930693069307,0.15417256011315417,0.17043847241867044
0.4695898161244696,0.5657708628005658,0.7765205091937766,0.6548797736916548,0.9787835926449788,0.7326732673267327,0.15417256011315417,0.30834512022630833
0.7666195190947667,0.7786421499292786,0.8578500707213579,0.7114568599717115,0.20297029702970298,0.5516265912305516,0.15417256011315417,0.17043847241867044
