local_date,t_max_24,t_min_24,td_mean_24,ws_mean_24,c_mean_24,rh_mean_day,p_max_24,p_min_24
2021-03-19,27.0,17.0,12.958333,4.1458335,70.416664,53.361538,1021.0,1016.0
2021-03-20,27.0,18.0,14.458333,4.225,71.25,59.715378,1021.0,1015.0
2021-03-21,25.0,16.0,14.434783,4.0869565,75.0,65.61538,1020.0,1014.0
2021-03-22,26.0,16.0,13.7,4.6799994,60.5,55.477776,1020.0,1016.0
2021-03-23,27.0,17.0,13.375,5.4125,51.041668,56.223083,1023.0,1018.0
2021-03-24,27.0,17.0,12.041667,4.2666664,50.625,51.84615,1023.0,1017.0
2021-03-25,29.0,17.0,9.7,3.8400002,24.5,40.469234,1020.0,1015.0
2021-03-26,28.0,18.0,12.5,3.6799998,65.0,50.315384,1021.0,1016.0
2021-03-27,28.0,18.0,12.142858,1.54,73.57143,49.584614,1022.0,1016.0
2021-03-28,27.0,17.0,13.2,2.4199998,64.5,59.6,1023.0,1017.0
2021-03-29,28.0,16.0,13.473684,5.289474,48.68421,53.092304,1021.0,1015.0
2021-03-30,26.0,17.0,14.590909,4.513636,64.545456,66.846146,1021.0,1015.0
2021-03-31,19.0,16.0,15.571428,0.0,75.0,,1020.0,1019.0
2021-04-01,27.0,17.0,13.5,4.5,57.5,53.675003,1022.0,1018.0
2021-04-02,28.0,18.0,13.954545,3.8863633,64.545456,56.13077,1023.0,1016.0
2021-04-03,28.0,18.0,13.291667,3.0249999,57.5,53.54615,1021.0,1016.0
2021-04-04,27.0,17.0,15.210526,2.5210526,58.88889,67.59167,1022.0,1017.0
2021-04-05,25.0,16.0,15.1,3.58,81.25,67.246155,1023.0,1017.0
2021-04-06,25.0,17.0,15.666667,2.6904762,72.14286,68.04615,1023.0,1017.0
2021-04-07,27.0,16.0,15.125,3.1458333,60.0,66.47692,1023.0,1019.0
2021-04-08,26.0,17.0,15.416667,4.3041663,69.791664,65.62308,1023.0,1017.0
2021-04-09,24.0,17.0,15.083333,2.7916667,73.75,68.338455,1021.0,1015.0
2021-04-10,25.0,16.0,14.791667,2.6666665,70.0,64.66154,1021.0,1016.0
2021-04-11,29.0,15.0,14.5,2.5041666,55.833332,65.146164,1023.0,1018.0
2021-04-12,25.0,16.0,14.391304,3.673913,57.608696,63.90769,1023.0,1018.0
2021-04-13,26.0,17.0,15.0,3.326087,68.75,66.823074,1023.0,1018.0
2021-04-14,27.0,16.0,15.25,1.2583333,68.75,66.20769,1023.0,1017.0
2021-04-15,26.0,16.0,14.708333,2.1416667,63.333332,62.561543,1022.0,1017.0
2021-04-16,26.0,17.0,14.916667,3.4041665,51.666668,61.738464,1021.0,1017.0
2021-04-17,27.0,18.0,14.583333,3.533333,60.416668,58.82308,1021.0,1018.0
2021-04-18,25.0,17.0,14.5,3.7043476,68.75,61.092308,1023.0,1019.0
2021-04-19,25.0,16.0,14.695652,3.173913,68.04348,63.230774,1022.0,1018.0
2021-04-20,26.0,17.0,15.176471,4.742105,62.894737,63.781815,1023.0,1018.0
2021-04-21,26.0,17.0,15.391304,3.3782609,72.391304,62.708332,1022.0,1018.0
2021-04-22,24.0,16.0,16.083334,2.2541666,72.5,74.06155,1023.0,1018.0
2021-04-23,23.0,15.0,16.318182,1.9590908,75.0,80.51539,1022.0,1017.0
2021-04-24,25.0,17.0,16.291666,3.2291667,74.583336,72.25385,1021.0,1016.0
2021-04-25,24.0,17.0,15.826087,3.2434783,66.59091,72.98333,1029.0,1017.0
2021-04-26,25.0,16.0,15.521739,2.2772727,64.09091,68.07693,1022.0,1017.0
2021-04-27,26.0,17.0,15.916667,3.2083333,67.916664,67.06923,1021.0,1017.0
2021-04-28,25.0,18.0,15.458333,4.358333,69.583336,66.06154,1021.0,1017.0
2021-04-29,26.0,17.0,14.636364,4.009091,64.09091,61.384617,1021.0,1017.0
2021-04-30,19.0,17.0,15.714286,0.88571423,75.0,,1020.0,1018.0
2021-05-01,25.0,18.0,14.684211,1.7549999,60.0,61.890915,1021.0,1016.0
2021-05-02,24.0,17.0,15.590909,0.96363634,69.545456,71.70001,1021.0,1016.0
2021-05-03,25.0,18.0,16.095238,2.304762,75.0,71.5923,1021.0,1016.0
2021-05-04,23.0,16.0,15.173913,1.9708333,69.166664,68.16667,1021.0,1016.0
2021-05-05,26.0,17.0,15.75,2.7666664,73.75,69.77692,1021.0,1016.0
2021-05-06,25.0,16.0,14.941176,1.7826087,72.391304,67.30909,1023.0,1018.0
2021-05-07,26.0,19.0,15.076923,1.6450001,70.5,63.800003,1023.0,1018.0
2021-05-08,27.0,17.0,15.434783,1.4739131,75.0,69.25385,1021.0,1017.0
2021-05-09,23.0,16.0,16.125,1.6999999,75.0,79.31539,1022.0,1018.0
2021-05-10,24.0,16.0,15.958333,2.3125,73.75,77.86923,1023.0,1018.0
2021-05-11,22.0,17.0,16.666666,1.4190476,77.38095,84.76923,1023.0,1020.0
2021-05-12,22.0,16.0,16.208334,2.1916666,76.041664,81.884605,1024.0,1019.0
2021-05-13,23.0,16.0,16.041666,2.0458333,75.0,79.176926,1024.0,1019.0
2021-05-14,23.0,16.0,14.833333,1.8000001,65.833336,72.59231,1023.0,1019.0
2021-05-15,25.0,15.0,14.25,2.2541666,70.0,63.96923,1024.0,1019.0
2021-05-16,25.0,16.0,14.958333,1.1416667,59.375,66.315384,1023.0,1019.0
2021-05-17,25.0,15.0,14.772727,2.7818182,68.40909,66.55384,1023.0,1019.0
