local_date,station,c_mean_24,p_max_24,p_min_24,ra1_sum_24,ra3_sum_24,rh_mean_24,t_mean_24,t_max_24,t_min_24,td_mean_24,tn6_min_24,tx6_max_24,v_min_24,wg_max_24,wmx_max_24,ws_mean_24,ws_max_24,c_mean_day,ra1_sum_day,rh_mean_day,rh_min_day,t_max_day,tx6_max_day,wg_max_day,wmx_max_day,ws_mean_day,ws_max_day,c_mean_night,ra1_sum_night,rh_mean_night,rh_max_night,t_min_night,tn6_min_night,wg_max_night,wmx_max_night,ws_mean_night,ws_max_night
2021-02-14,FACT,59.423077,1015.0,1010.0,0.0,0.0,77.45385,20.423077,24.0,19.0,15.961538,,,4000.0,,12.9,4.830769,8.2,64.64286,0.0,69.86429,53.3,24.0,,,12.9,6.3499994,8.2,51.07143,0.0,60.27857,82.7,17.0,,,,2.942857,5.7
2021-02-15,FACT,34.423077,1020.0,1015.0,0.0,0.0,47.665386,19.961538,23.0,17.0,8.269231,,,4000.0,,,6.5384617,12.3,33.666668,0.0,41.92667,35.1,23.0,,,,7.8400016,12.3,5.357143,0.0,56.535717,63.4,16.0,,,,7.221428,10.8
2021-02-16,FACT,1.0416666,1020.0,1011.0,0.0,0.0,49.708332,21.708334,27.0,16.0,10.333333,,,9999.0,,,6.2083335,10.8,1.9230769,0.0,41.861534,30.1,27.0,,,,6.3999996,10.8,0.0,0.0,69.331245,87.7,14.0,,,,2.6625,7.7
2021-02-17,FACT,14.814815,1013.0,1008.0,0.0,0.0,62.54815,20.851852,28.0,14.0,12.814815,,,9999.0,,13.9,4.6814814,9.8,10.0,0.0,55.64375,28.4,28.0,,,13.9,5.5875,9.8,58.57143,0.0,70.578575,87.9,15.0,,,,3.9642851,9.3
2021-02-18,FACT,47.6,1016.0,1012.0,0.0,0.0,62.252,19.08,24.0,15.0,11.32,,,9999.0,,,4.356,8.2,55.714287,0.0,58.88571,38.2,24.0,,,,5.285714,8.2,6.6666665,0.0,65.66667,77.1,16.0,,,,5.766666,7.7
2021-02-19,FACT,22.0,1016.0,1012.0,0.0,0.0,62.392002,20.0,24.0,16.0,12.44,,,9999.0,,,7.74,11.8,21.428572,0.0,56.035713,49.9,24.0,,,,8.564287,11.8,52.142857,0.0,66.01429,72.7,16.0,,,,5.628571,10.3
2021-02-20,FACT,54.791668,1015.0,1013.0,0.0,0.0,55.016663,20.125,23.0,16.0,10.541667,,,9999.0,,,4.308333,7.2,46.923077,0.0,48.176926,38.2,23.0,,,,4.469231,7.2,61.0,0.0,68.43999,82.2,15.0,,,,2.3666666,5.1
2021-02-21,FACT,38.46154,1018.0,1014.0,0.0,0.0,61.215385,18.846153,22.0,15.0,10.961538,,,9999.0,,,5.311538,10.3,35.666668,0.0,56.920002,43.4,22.0,,,,6.0933337,10.3,0.0,0.0,61.674995,72.0,13.0,,,,5.6437497,9.3
2021-02-22,FACT,0.0,1018.0,1015.0,0.0,0.0,57.088463,18.807692,24.0,13.0,9.846154,,,9999.0,,,5.415385,9.3,0.0,0.0,50.72857,38.5,24.0,,,,4.957143,9.3,0.0,0.0,70.48571,82.4,16.0,,,,5.4785714,8.2
2021-02-23,FACT,14.583333,1018.0,1015.0,0.0,0.0,65.137505,20.333334,24.0,16.0,13.291667,,,9999.0,,,4.858333,7.2,19.23077,0.0,57.207687,47.0,24.0,,,,4.7846155,6.7,25.0,0.0,78.64286,88.2,19.0,,,,5.3071427,7.7
